Plot Number,Zone,Subzone,Site Series,Accuracy,Latitude,Longitude,Elevation,Spp
02OK121,ESSF,wc1,1,,50.05075836,-118.5994034,1460,Fd
02OK124,ICH,mk1,1,,50.07361984,-118.572197,1490,Fd
02OK127,ICH,mk1,1,,50.08298111,-118.5445023,1500,Fd
02OK128,IDF,mw1,5,,50.15859985,-118.9039993,745,Fd
02OK129,ICH,mk1,1,,50.13151932,-118.9098969,1340,Fd
02OK133,IDF,mw1,1,,50.18983078,-118.9192963,1092,Fd
02OK134,ICH,mk1,4,,50.1440506,-119.0807037,1280,Fd
02OK135,ICH,mk1,1,,50.14698029,-119.0575027,1250,Fd
02OK136,ICH,mk1,3,,50.15613174,-118.9843979,1300,Fd
02OK137,IDF,mw1,4,,50.15777969,-118.9530029,1280,Fd
02OK138,IDF,mw1,4,,50.15364075,-118.9318008,1250,Fd
02OK139,IDF,mw1,2,,50.15444946,-118.9317017,1290,Fd
02OK141,IDF,mw1,4,,50.18439102,-118.9750977,1110,Fd
02OK142,IDF,mw1,6,,50.17050934,-118.9968033,1225,Fd
02OK146,IDF,mw1,1,,50.23218918,-118.8018036,1185,Fd
02OK147,IDF,mw1,2,,50.22351837,-118.7804031,1145,Fd
02OK148,IDF,mw1,3,,50.22457123,-118.7799988,1146,Fd
02OK149,IDF,mw1,4,,50.22367096,-118.7787018,1152,Fd
02OK150,IDF,mw1,1,,50.21976852,-118.7312012,1185,Fd
02OK153,ICH,mk1,4,,50.34318924,-119.1502991,1332,Fd
02OK154,ICH,mk1,4,,50.32049179,-119.0475006,1106,Fd
02OK157,ICH,mk1,5,,50.32624054,-119.0932999,1500,Fd
02OK160,ICH,mk1,1,,50.3082695,-119.092598,1211,Fd
02OK161,ICH,mk1,5,,50.3081398,-119.0996017,1118,Fd
02OK162,IDF,mw1,4,,50.29066086,-119.0707016,900,Fd
02OK163,IDF,mw1,4,,50.28142929,-119.0843964,845,Fd
02OK164,IDF,mw1,1,,50.30128098,-118.9891968,1030,Fd
02OK165,IDF,mw1,1,,50.30099869,-118.9938965,1055,Fd
02OK166,IDF,mw1,1,,50.33428955,-118.9816971,900,Fd
02OK167,ICH,mk1,1,,50.38862991,-118.9753036,1085,Fd
02OK168,ICH,mw2,3,,50.38772964,-118.975502,1124,Fd
02OK170,IDF,mw1,4,,50.35100937,-118.9906998,1104,Fd
02OK171,IDF,mw1,1,,50.33592987,-118.950798,875,Fd
02OK173,IDF,mw1,1,,50.33364105,-118.9250031,880,Fd
02OK174,ICH,mk1,1,,50.36709976,-118.9054031,883,Fd
02OK180,ICH,mk1,1,,50.3348999,-118.8478012,914,Fd
02OK183,IDF,mw1,1,,50.30482101,-118.9369965,867,Fd
02OK185,ICH,mk1,4,,50.29652023,-118.4152985,835,Fd
02OK186,ICH,mk1,1,,50.09991074,-118.5213013,1340,Fd
02OK187,IDF,mw1,1,,50.32590866,-118.8475037,817,Fd
02OK194,IDF,mw1,1,,50.13613892,-118.6047974,1165,Fd
02OK196,IDF,mw1,3,,50.14228821,-118.6625977,1045,Fd
02OK197,IDF,mw1,4,,50.14310074,-118.6619034,1025,Fd
02OK198,ICH,dw4,104,,50.1809082,-118.513298,1106,Fd
02OK199,ICH,dw4,103,,50.18067932,-118.5138016,1113,Fd
02OK203,ICH,mk1,1,,50.14635086,-118.8264999,1265,Fd
02OK205,IDF,mw1,4,,50.15456009,-118.8758011,1078,Fd
02OK208,ICH,mk1,4,,50.16955185,-118.8339005,1450,Fd
02OK209,ICH,mk1,1,,50.17745972,-118.8207016,1513,Fd
02OK210,ICH,mk1,1,,50.17744827,-118.8426971,1395,Fd
02OK211,IDF,mw1,4,,50.15916824,-118.8690033,1112,Fd
02OK213,ICH,mk1,4,,50.15534973,-119.0735016,1245,Fd
02OK214,ICH,mk1,1,,50.12850952,-119.0847015,1280,Fd
02OK215,ICH,mk1,3,,50.12854004,-119.085701,1293,Fd
02OK216,ICH,mk1,5,,50.12741852,-119.0865021,1300,Fd
02OK217,ICH,dw4,104,,50.3205986,-118.9049988,1101,Fd
02OK218,IDF,mw1,4,,50.32202911,-118.9041977,1102,Fd
02OK219,ICH,mk1,4,,50.33214188,-118.9104004,1175,Fd
02OK220,ICH,mk1,4,,50.34740067,-118.8751984,1213,Fd
02OK221,IDF,mw1,1,,50.30667877,-118.9240036,913,Fd
02OK222,IDF,mw1,1,,50.27362061,-119.0690002,940,Fd
02OK223,IDF,mw1,4,,50.27267075,-119.0679016,980,Fd
02OK225,IDF,mw1,1,,50.26013947,-119.1473007,1286,Fd
02OK228,ESSF,mh,101,,50.12767029,-118.5468979,1610,Fd
02OK230,ICH,mk1,3,,50.17290115,-118.572998,1322,Fd
02OK251,IDF,mw1,1,,50.23315048,-118.7387009,986,Fd
02OK252,IDF,mw1,1,,50.22885895,-118.7245026,1034,Fd
02OK253,IDF,mw1,4,,50.215271,-118.7310028,1220,Fd
02OK254,IDF,mw1,3,,50.21237183,-118.7349014,1185,Fd
02OK255,IDF,mw1,4,,50.18889999,-118.5692978,900,Fd
02OK256,IDF,mw1,1,,50.18852997,-118.5688019,864,Fd
02OK257,ICH,mk1,,,50.39495087,-118.4140015,1190,Fd
02OK258,ICH,mk1,1,,50.39691925,-118.4819031,755,Fd
02OK259,ICH,mk1,5,,50.39672852,-118.4804001,749,Fd
02OK260,ICH,mk1,1,,50.38499069,-118.4909973,690,Fd
02OK261,ICH,mk1,1,,50.37347031,-118.5018997,747,Fd
02OK264,IDF,mw1,1,,50.19218826,-118.6532974,1286,Fd
02OK268,ICH,mk1,1,,50.25498962,-118.4589005,1478,Fd
02OK269,ICH,mw2,6,,50.25632095,-118.4589996,1460,Fd
02OK270,ICH,mw2,103,,50.25849915,-118.459198,1450,Fd
02OKD10,MS,dm1,104,,49.77900696,-119.2118683,1320,Fd
02OKD12,MS,dm1,104,,49.77887344,-119.2020111,1285,Fd
02OKD15,MS,dm1,104,,49.71820831,-119.2421265,1507,Fd
02OKD8,MS,dm1,101,,49.7352829,-119.5081024,1285,Fd
02OKD9,MS,dm1,101,,49.73546219,-119.5081024,1285,Fd
02OKW1,MS,dm1,101,,49.82879257,-119.0643463,1430,Fd
02OKW10,ICH,mk1,4,,49.81311035,-119.1700668,1370,Fd
02OKW11,ICH,mk1,1,,49.8399086,-119.1503143,1255,Fd
02OKW12,IDF,mw1,4,,49.86730957,-119.1843109,923,Fd
02OKW13,IDF,mw1,1,,49.87080765,-119.1570892,888,Fd
02OKW17,ICH,mw5,omit,,49.93743515,-118.6893921,1057,Fd
02OKW2,ICH,mk1,3,,49.83517075,-119.0617142,1530,Fd
02OKW27,ESSF,wh1,101,,50.13679504,-118.3881607,1505,Fd
02OKW29,ESSF,wc4,101,,50.15929413,-118.4048386,1750,Fd
02OKW3,IDF,mw1,3,,49.89590073,-119.0666962,1045,Fd
02OKW31,ICH,mw5,104,,49.93802643,-118.695549,1080,Fd
02OKW33,ESSF,mh,101,,50.03289032,-118.6069489,1316,Fd
02OKW34,ESSF,mh,101,,50.03191376,-118.6018906,1300,Fd
02OKW35,ESSF,mh,105,,50.0798645,-118.5517273,1508,Fd
02OKW36,IDF,mw1,1,,50.15329361,-118.8771896,1068,Fd
02OKW38,ICH,mk1,4,,50.1412468,-118.8359222,1218,Fd
02OKW39,IDF,mw1,4,,50.15037537,-118.859169,1000,Fd
02OKW4,ICH,mk1,4,,49.9586792,-119.042572,1215,Fd
02OKW40,IDF,mw1,1,,50.14048386,-118.882309,880,Fd
02OKW41,ICH,mk1,3,,50.16417313,-118.9835281,1265,Fd
02OKW42,IDF,mw1,4,,50.1827774,-118.9789658,1110,Fd
02OKW43,IDF,mw1,1,,50.16957092,-118.9965363,1120,Fd
02OKW44,IDF,mw1,1,,50.22646713,-118.789444,1142,Fd
02OKW45,IDF,mw1,2,,50.22171021,-118.7824402,1097,Fd
02OKW46,IDF,mw1,1,,50.2105751,-118.7210846,1200,Fd
02OKW47,IDF,mw1,1,,50.21143723,-118.721138,1076,Fd
02OKW49,IDF,mw1,1,,50.17523956,-118.51371,871,Fd
02OKW5,IDF,mw1,4,,49.82290649,-119.3138275,942,Fd
02OKW50,IDF,mw1,4,,50.18370438,-118.5121307,1186,Fd
02OKW52,ICH,mw2,104,,50.39279938,-118.3416672,877,Fd
02OKW53,ICH,mw2,1,,50.38565445,-118.4514313,700,Fd
02OKW54,ICH,mw5,101,,49.9607811,-118.6287079,1350,Fd
02OKW55,ESSF,mh,110,,50.30270386,-118.5397415,1420,Fd
02OKW56,ESSF,mh,105,,49.97159958,-118.6217117,1414,Fd
02OKW57,ESSF,mh,101,,50.0300293,-118.5578842,1166,Fd
02OKW58,ESSF,mh,101,,50.01358795,-118.5525055,1419,Fd
02OKW59,ESSF,mh,101,,50.10651779,-118.4542313,1379,Fd
02OKW6,ICH,mk1,4,,49.80621338,-119.2993164,1280,Fd
02OKW60,ESSF,mh,105,,50.08486938,-118.5089874,1400,Fd
02OKW62,ICH,mk1,4,,50.30705261,-119.0137787,1150,Fd
02OKW63,IDF,mw1,4,,50.38267899,-118.9370651,817,Fd
02OKW64,IDF,mw1,1,,50.33975983,-118.9732666,983,Fd
02OKW65,IDF,mw1,1,,50.33985138,-118.9730225,979,Fd
02OKW66,IDF,mw1,1,,50.31829834,-118.9207382,985,Fd
02OKW67,IDF,mw1,1,,50.32487869,-118.9106369,1060,Fd
02OKW68,IDF,mw1,1,,50.33463287,-118.9331284,772,Fd
02OKW69,ICH,mw5,101,,50.33916855,-118.7003021,1400,Fd
02OKW7,ICH,mk1,4,,49.80162811,-119.1884232,1308,Fd
02OKW8,ICH,mk1,5,,49.82987213,-119.2262573,1300,Fd
02OKW9,ICH,mk1,1,,49.82986832,-119.2254257,1310,Fd
02VL01,ICH,vk1,,,51.53485107,-118.9033966,800,Fd
300835,ICH,mk4,4,,50.03818893,-115.8468018,1325,Fd
300839,ICH,mk4,1,,49.89054871,-115.8550034,1100,Fd
300840,IDF,xk,02a,,50.19012833,-115.8191986,875,Fd
300851,IDF,xk,102b,,50.19253922,-115.8142014,900,Fd
300852,ICH,mk4,4,,50.01020813,-115.8563995,1425,Fd
300855,ICH,mk4,3,,50.04990005,-115.8871002,1625,Fd
300856,ICH,mk4,3,,50.03541946,-115.8671036,1450,Fd
300857,IDF,dm2,1,,50.34774017,-116.0242996,1275,Fd
300860,MS,dk2,3,,50.35292816,-116.0634003,1350,Fd
300890,IDF,dm2,1,,50.34970093,-116.0394974,1300,Fd
300927,ICH,mk4,4,,49.90299988,-115.8746033,1100,Fd
300928,ICH,mk4,4,,49.89871979,-115.8744965,1075,Fd
300936,MS,dk2,4,,50.50875092,-115.9481964,1675,Fd
300937,MS,dk2,3,,50.5071907,-115.9531021,1725,Fd
300938,IDF,dm2,2,,50.48688889,-115.9492035,1100,Fd
300951,ESSF,dk2,103,,50.42510986,-115.4918976,1675,Fd
300953,MS,dk2,4,,50.35285187,-115.5755997,1050,Fd
300956,MS,dk2,3,,50.26995087,-115.3985977,1400,Fd
300959,IDF,dm2,2,,50.4881897,-115.9340973,1100,Fd
300960,IDF,dm2,3,,50.76229095,-116.1465988,1100,Fd
300961,MS,dk2,2,,50.76631165,-116.114502,1200,Fd
300962,MS,dk2,3,,50.76465988,-116.1276016,1175,Fd
300963,IDF,dm2,2,,50.75986862,-116.1395035,1050,Fd
300964,IDF,dm2,99,,50.74364853,-116.1399994,1100,Fd
300965,MS,dk2,2,,50.71931839,-116.2437973,1500,Fd
300966,MS,dk2,3,,50.73233032,-116.2594986,1625,Fd
300967,MS,dk2,4,,50.73315811,-116.2574997,1625,Fd
300968,MS,dk2,3,,50.74370956,-116.2723007,1625,Fd
300969,MS,dk2,3,,50.75870895,-116.2941971,1575,Fd
04CH061,,,,10,48.32355118,-123.5426407,20,Fd
03-T12,ICH,xw,101,,49.05825043,-117.5196991,840,Fd
03-T15,ICH,xw,,,49.05894089,-117.5186005,765,Fd
03-T7,ICH,xw,,,49.01984024,-117.5917969,905,Fd
03-T9,ICH,xw,,,49.0237999,-117.5842972,900,Fd
4403,SBS,mk1,4,,54.41781998,-123.9499969,925,Fd
4407,SBS,mk1,1,,54.55776978,-123.8293991,875,Fd
4408,SBS,mk1,1,,54.56192017,-123.9244003,870,Fd
4424,SBS,wk1,5,,54.26013947,-122.3485031,806,Fd
4425,SBS,wk1,1,,54.24438095,-122.2405014,775,Fd
4426,SBS,wk1,7,,54.24383163,-122.2378006,760,Fd
4427,SBS,wk1,1,,54.27299118,-122.290802,800,Fd
4428,SBS,wk1,1,,54.29256058,-122.2898026,854,Fd
4432,SBS,wk1,3,,54.07780838,-122.3656006,675,Fd
4433,SBS,wk1,4,,54.07814026,-122.3646011,665,Fd
4437,SBS,wk1,2,,54.77825928,-122.7309036,915,Fd
4438,SBS,wk1,2,,54.77725983,-122.7301025,890,Fd
4452,SBS,wk1,1,,53.91178894,-122.4868011,1018,Fd
04CH035,,,,10,48.32686996,-123.5428314,8,Fd
04CH038,,,,10,48.3103714,-123.584877,6,Fd
04CH040,,,,10,48.3106308,-123.5866623,10,Fd
04CH047,,,,10,48.32627106,-123.5423355,6,Fd
04CH048,,,,10,48.32588196,-123.5427933,18,Fd
04CH053,,,,10,48.32717896,-123.5443268,50,Fd
04CH057,,,,10,48.31017685,-123.5845566,7,Fd
5598,SBS,dk,4,,54.1615181,-125.3225021,900,Fd
5599,SBS,dk,4,,54.16083908,-125.3247986,900,Fd
6601,SBS,dw3,2,,54.03293991,-124.7601013,915,Fd
6604,SBS,dw3,2,,54.02645874,-125.3080978,745,Fd
6607,SBS,dw3,1,,54.04095078,-124.5817032,825,Fd
6609,SBS,dw3,2,,54.09167099,-124.768898,750,Fd
6617,SBS,dw3,4,,54.36333084,-124.089798,805,Fd
6618,SBS,dw3,1,,54.56615067,-124.7307968,820,Fd
6621,SBS,dw3,4,,54.370121,-124.3843994,810,Fd
5536,SBS,wk1,4,,54.41947174,-122.757103,900,Fd
5540,SBS,wk1,2,,53.82086182,-122.1235962,810,Fd
5544,SBS,wk1,2,,53.88003159,-122.1809998,770,Fd
5545,SBS,wk1,3,,53.89741135,-122.0124969,735,Fd
5546,SBS,dk,5,,54.08697128,-124.3749008,760,Fd
5585,SBS,dk,2,,54.16115189,-125.3253021,930,Fd
5586,SBS,dk,5,,54.09341812,-125.1328964,695,Fd
6622,SBS,dw3,3,,54.33081818,-124.260498,770,Fd
6624,SBS,dw3,2,,54.51847839,-124.2014999,1000,Fd
6625,SBS,dw3,4,,54.59038925,-124.4455032,800,Fd
6626,SBS,dw3,2,,54.57516098,-124.4645996,815,Fd
6627,SBS,dw3,2,,54.61790848,-124.3363037,795,Fd
6631,SBS,dw3,2,,54.383461,-124.1335983,810,Fd
6632,SBS,dw3,8,,54.72906113,-124.4336014,780,Fd
6634,SBS,dw3,8,,54.52867126,-124.1266022,820,Fd
6636,SBS,dw3,8,,54.50659943,-124.0983963,835,Fd
6637,SBS,dw3,8,,54.5112114,-124.2612991,875,Fd
6639,SBS,wk1,5,,54.48286819,-122.6139984,910,Fd
6641,SBS,wk1,4,,54.53084183,-122.3757019,885,Fd
6642,SBS,wk1,4,,54.50891876,-122.4394989,910,Fd
6646,SBS,wk1,1,,54.37593079,-122.5105972,945,Fd
6649,SBS,wk1,5,,53.66653824,-122.1838989,930,Fd
6651,SBS,wk1,5,,53.92274094,-122.3864975,750,Fd
6653,SBS,wk1,4,,53.8213501,-122.0979004,815,Fd
6655,SBS,wk1,1,,53.99621964,-122.2652969,740,Fd
6656,SBS,wk1,4,,53.99317169,-122.2774963,725,Fd
6685,SBS,dw3,1,,53.79090118,-123.7923965,915,Fd
6688,SBS,dw3,1,,54.50154877,-124.0936966,830,Fd
6689,SBS,dw3,1,,54.03805161,-124.5842972,830,Fd
07GK08,ICH,mw4,104.2,7,49.29347992,-117.5632019,1488,Fd
06RC-02,IDF,xk,110,,50.63333893,-116.1203995,,Fd
07DM122,ICH,mw4,103,8,49.15483093,-117.4552002,1482,Fd
07DM59,ICH,mw4,,7,49.15465927,-116.7132034,1624,Fd
08-2325,ESSF,wh3,110,6,49.28517914,-116.9354019,1686,Fd
08-2330,ICH,mw4,104.2,9,49.16918945,-116.8839035,1441,Fd
08-2335,ICH,mw4,110,7,49.05675888,-117.1013031,1325,Fd
08-0406,CWH,vm1,01(5),10,49.77355957,-126.4850006,64,Fd
08-0475,CWH,vh1,1,10,49.05694962,-125.478302,16,Fd
08-0485,CWH,vm1,1,10,49.76013947,-126.3626022,59,Fd
08-0491,CWH,vm1,1,10,49.75643921,-126.3831024,43,Fd
08-0498,CWH,vm1,03(1),10,49.75431061,-126.5170975,26,Fd
8085,ESSF,wh3,104.1,,49.45777893,-117.1656036,1700,Fd
08-0906,CWH,vm3,1,,52.27894974,-126.9218979,664,Fd
08-0908,CWH,vm3,1,10,52.37760925,-126.9293976,561,Fd
08-0921,CWH,ds2,3,10,52.4505806,-126.3308029,470,Fd
08-0922,CWH,ds2,01-03,10,52.44488907,-126.3899002,233,Fd
08-0931,CWH,ds2,3,,52.44792175,-126.3330002,339,Fd
08-0933,CWH,vm3,01-03,,52.6162796,-127.1427994,492,Fd
08-0949,CWH,vm2,1,10,49.86782837,-124.3274002,565,Fd
08-0957,CWH,ms2,1,10,52.26644897,-126.9782028,407,Fd
08-0960,CWH,xm1,3,10,49.97967148,-124.7179031,200,Fd
08-0963,CWH,ds2,01-03,,52.44886017,-126.5250015,555,Fd
08-0969,CWH,vm1,1,10,48.86716843,-124.6687012,60,Fd
08-0972,CWH,xs,1,,49.07083893,-121.1094971,,Fd
08-0994,CWH,ds2,8,10,52.74885941,-129.4611969,315,Fd
08-1013,CWH,vm1,3,10,53.21411133,-127.8419037,260,Fd
08-1014,CWH,ds2,6,10,52.3596611,-126.6518021,115,Fd
08-1020,CWH,vm3,1,10,52.37163925,-126.9665985,510,Fd
08-1023,CWH,ds2,3,10,52.37366104,-126.6100998,60,Fd
08-1046,CWH,xm1,12,10,49.49919891,-123.8293991,250,Fd
08-1063,CWH,xs,1,10,49.11272049,-121.1412964,580,Fd
08-1064,CWH,xs,6,10,49.10625076,-121.1313019,545,Fd
08-1065,CWH,xs,7,10,49.0399704,-121.0607986,550,Fd
08-1066,CWH,xs,1,10,49.04182816,-121.0625992,560,Fd
08-1067,CWH,xs,1,,49.10802841,-121.1216965,585,Fd
08-1301,ICH,dw1,104,8,49.09506989,-118.1578979,1107,Fd
08-1302,ICH,dw1,101,8,49.09645081,-118.1462021,964,Fd
08-1303,ICH,dw1,,10000,49.07059097,-118.1230011,1177,Fd
08-1304,ICH,dw1,101,1,49.15858841,-118.3161011,1103,Fd
08-1305,ICH,dw1,,7,49.15084076,-118.3174973,1168,Fd
08-1306,ICH,xw,101,6,49.09970093,-118.2727966,880,Fd
08-1307,ICH,xw,103,6,49.08065033,-118.2552032,899,Fd
08-1308,ICH,dw1,103,1,49.37572098,-116.3299026,1116,Fd
08-1309,ICH,dw1,,10000,49.37607956,-116.3302994,1128,Fd
08-1311,ICH,dw1,104,7,49.30187988,-116.3637009,909,Fd
08-1314,ICH,dw1,,8,49.38866043,-116.6883011,973,Fd
08-1317,ICH,xw,104,8,49.50270081,-117.3507004,762,Fd
08-1321,ICH,wk1,,6,49.76082993,-116.6435013,1461,Fd
08-1322,ICH,dw1,,1,49.99108887,-116.8508987,912,Fd
08-1323,ICH,dw1,101,6,49.98397827,-116.8498993,898,Fd
08-1325,ICH,dw1,104,1,49.95534897,-116.8286972,983,Fd
08-1328,ICH,mw2,101,1,49.72282028,-116.6570969,1262,Fd
08-1331,ESSF,wm,,1,49.64471054,-115.3669968,1744,Fd
08-1342,ESSF,wh2,103,8,49.85601044,-116.341301,1769,Fd
08-1343,ESSF,wh2,110,1,49.85248947,-116.3392029,1533,Fd
08-1350,ICH,mk4,101,7,49.20552826,-114.9593964,1409,Fd
08-1351,ICH,mk4,101,10000,49.2317009,-114.9487,1115,Fd
08-1358,ICH,dw1,104,10000,49.45046997,-117.3973999,1160,Fd
08-1359,ICH,dw1,101,9,49.44841003,-117.3955994,1102,Fd
08-1360,ICH,dw1,104,9,49.454319,-117.4036026,1089,Fd
08-1401,ICH,dw1,,10000,49.49298859,-118.058197,1068,Fd
08-1402,ICH,dw1,,7,49.49274063,-118.0561981,990,Fd
08-1406,ESSF,wm1,,6,49.64389038,-115.3666992,1709,Fd
08-1408,ICH,dm,110,6,49.61886978,-115.3336029,1310,Fd
08-1410,ICH,xw,103,7,49.17192078,-116.2764969,857,Fd
08-1411,ICH,xw,101,6,49.17226028,-116.2580032,877,Fd
08-1418,ICH,dw1,,1,49.00894928,-117.7480011,1150,Fd
08-1419,ICH,dw1,104,1,49.53293991,-116.7654037,725,Fd
08-1421,ICH,dw1,103,1000,49.62638092,-116.7535019,859,Fd
08-1422,ICH,dw1,102,8,49.87155914,-116.8567963,654,Fd
08-1423,ICH,dw1,101,9,49.89384079,-116.8348999,965,Fd
08-1424,ICH,dw1,104,6,49.85092926,-116.8348999,986,Fd
08-1425,ICH,dw1,104,7,49.89360046,-116.8590012,746,Fd
08-1427,ICH,mw4,,9,49.45312881,-117.2882996,1115,Fd
08-1428,ICH,dw1,101,8,49.40753174,-117.2024002,1046,Fd
08-1429,ICH,dw1,,6,49.42232895,-117.9613037,1037,Fd
08-1430,ICH,xw,103,7,49.41466904,-117.9733963,845,Fd
08-1431,ICH,dw1,104,7,49.49486923,-117.4560013,977,Fd
08-1432,ICH,dw1,104,7,49.19141006,-117.6376038,1055,Fd
08-1436,ICH,xw,104,10000,49.46648026,-118.0361023,849,Fd
08-1437,ICH,xw,103,6,49.45375061,-118.0314026,791,Fd
08-1438,ICH,dw1,101,7,49.0126915,-117.739502,1150,Fd
08-1439,ICH,dw1,102,6,49.00868988,-117.7469025,1177,Fd
08-1441,ICH,dw1,,8,49.61647034,-117.777298,739,Fd
08-1444,ICH,mw5,102,8,49.26977921,-117.7399979,1246,Fd
08-1445,ICH,dw1,101,6,49.29476166,-117.6860962,910,Fd
08-1446,ICH,dw1,104,8,49.29484177,-117.6875,936,Fd
08-1447,ICH,dw1,104,10,49.20100021,-116.2373962,1087,Fd
08-1448,ICH,dw1,103,100,49.20045853,-116.2377014,1057,Fd
08-1449,ICH,dw1,103,6,49.19496155,-116.2360992,977,Fd
08-1450,ICH,dw1,,10000,49.23727036,-115.8675995,931,Fd
08-1451,ICH,dw1,104,1,49.22850037,-115.8817978,1026,Fd
08-1452,ICH,dw1,,7,49.23136139,-115.8794022,973,Fd
08-1453,ICH,dw1,110,7,49.23400116,-115.8637009,961,Fd
08-1454,ICH,dw1,104,10000,49.17683029,-116.2562027,898,Fd
08-1455,ICH,xw,111,9,49.15385818,-116.2645035,778,Fd
08-1456,ICH,dw1,103,9,49.63996887,-117.4955978,1076,Fd
08-1457,ICH,dw1,104,9,49.63933945,-117.4952011,1090,Fd
08-1458,ICH,dw1,104,7,49.57949066,-117.580101,912,Fd
08-1459,ICH,dw1,101,8,49.57725906,-117.5780029,1019,Fd
08-1460,ICH,mw2,,8,50.21342087,-117.5003967,954,Fd
08-1483,ESSF,wh1,104,,50.26435089,-117.6585999,1619,Fd
8227,ICH,dw,,,49.45721817,-116.7202988,1675,Fd
08-2302,ESSF,wm1,102,8,49.61146927,-115.115303,1627,Fd
08-2317,ESSF,wh3,102,6,49.53910065,-117.4611969,1561,Fd
8235,ESSF,wm4,103.1,,49.10417175,-116.391098,1700,Fd
08-2366,ESSF,mh,103,7,49.45352936,-117.8412018,1414,Fd
08-2372,ESSF,wh2,103,6,50.12150955,-116.8703003,1668,Fd
08-2377,ICH,mw5,104,6,49.18198013,-118.0021973,1453,Fd
8238,ICH,dm,103,,49.22055054,-116.3071976,1275,Fd
08-2383,ICH,mk4,103,1,49.67464828,-115.2559967,1119,Fd
08-4545,ESSF,wk1,5,,52.58449936,-121.2419968,1299,Fd
08-2384,ESSF,mh,105,10000,50.05374908,-118.6107025,1534,Fd
08-2386,ICH,wk1,101,6,50.36693954,-118.2303009,1146,Fd
08-2389,ICH,mw2,101,6,50.38348007,-118.1940002,1166,Fd
08-2390,ICH,mw2,104,6,50.19866943,-117.8391037,643,Fd
08-2394,ICH,mw2,103,6,49.79909134,-118.0271988,1279,Fd
08-2397,ICH,mw2,102,10000,50.34978867,-118.1156006,1284,Fd
08-2398,ICH,mw2,104,6,50.32952881,-118.0882034,755,Fd
8272,ESSF,wm4,103.2,,49.37388992,-116.2080994,1700,Fd
8274,ICH,dm,1,,49.35250092,-116.4747009,1350,Fd
8291,ICH,dm,103,,49.01750183,-115.756897,1225,Fd
8292,ESSF,dm,,,49.00749969,-115.7319031,1725,Fd
08-4502,ICH,mk3,1,,52.4786911,-121.6865005,1015,Fd
08-4503,ICH,mk3,4,,52.50579834,-121.7111969,1113,Fd
08-4504,ICH,mk3,1,,52.51399994,-121.7201996,1136,Fd
08-4512,IDF,xw,1,,51.20214081,-121.3097992,900,Fd
08-4513,IDF,xw,4,,51.10771942,-121.5743027,1035,Fd
08-4514,IDF,xw,4,,51.20080948,-121.3130035,879,Fd
08-4515,IDF,dk3,1,,51.27542877,-121.8235016,1284,Fd
08-4516,IDF,dk3,1,,51.24934006,-121.7963028,1354,Fd
08-4517,IDF,dk3,1,,51.29611969,-121.7928009,1150,Fd
08-4518,SBS,dw2,4,,51.85805893,-121.2344971,990,Fd
08-4522,SBS,dw2,4,,52.52534866,-122.7376022,966,Fd
08-4523,SBS,dw2,4,,52.52965927,-122.7026978,1026,Fd
08-4525,SBS,dw2,6,,52.53939056,-122.6222992,846,Fd
08-4526,IDF,xm,5,,52.34922028,-122.3649979,623,Fd
08-4527,SBS,dw2,4,,51.88068008,-121.3132019,1207,Fd
08-4528,IDF,dk3,1,,51.21619034,-121.6564026,1185,Fd
08-4529,IDF,xm,1,,51.99744034,-122.4990005,1002,Fd
08-4530,IDF,xm,1,,51.80144119,-122.6623993,961,Fd
08-4554,ESSF,wk1,3,,52.90840149,-121.7361984,1298,Fd
08-4559,MS,dm2,111,,49.74726868,-120.2600403,1412,Fd
08-4560,IDF,dk2,105,,49.69741821,-120.290802,1178,Fd
08-4561,IDF,dk2,104,,49.54178238,-120.8519745,1010,Fd
08-4562,IDF,dk2,104,,49.55222702,-120.7819138,990,Fd
08-4563,MS,dm2,111,,49.58058167,-120.8235321,1305,Fd
08-4564,IDF,dk2,104,,49.61894608,-120.788826,1060,Fd
08-4565,IDF,dk2,104,,49.23131561,-120.5079498,1238,Fd
08-4566,MS,dm2,104,,49.31085587,-120.4182663,1244,Fd
08-4567,MS,dm2,111,,49.30111313,-120.6047668,1358,Fd
08-4568,MS,dm2,111,,49.26305389,-120.5907745,1246,Fd
08-4569,MS,dm2,103,,49.69618225,-120.6833115,1371,Fd
08-4570,IDF,dk2,105,,49.6379509,-120.6958084,1356,Fd
08-4571,IDF,dk2,104,,49.36738205,-120.6067276,1018,Fd
08-4574,MS,dm2,103,,49.25174713,-120.6085663,1407,Fd
08-4575,MS,dm2,104,,49.1946907,-120.6841965,1219,Fd
08-4576,MS,dm2,103,,49.68263245,-120.5496902,1599,Fd
08-4602,IDF,dk3,7,,51.6088295,-121.3351974,1219,Fd
08-4603,IDF,dk3,8,,51.61687088,-121.4284973,1160,Fd
08-4604,IDF,dk3,7,,51.61672974,-121.4297028,1165,Fd
08-4605,IDF,dk3,6,,51.61994934,-121.4515991,1154,Fd
08-4606,IDF,dk3,8,,51.50111008,-121.1186981,1231,Fd
08-4607,IDF,dk3,7,,51.61959076,-121.3778,1260,Fd
08-4608,IDF,dk3,7,,51.63898849,-121.3775024,1015,Fd
08-4609,IDF,dk3,7,,51.36283112,-121.1277008,1293,Fd
08-4611,IDF,dk3,8,,51.47451019,-121.1197968,1148,Fd
